timestamp,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5
2023-01-15 02:15:00,110,132,108,120,90
2023-01-15 02:30:00,104,110,139,114,146
2023-01-15 02:45:00,118,105,108,122,97
2023-01-15 03:00:00,113,132,123,126,103
2023-01-15 03:15:00,121,145,98,147,120
2023-01-15 03:30:00,114,91,78,134,78
2023-01-15 03:45:00,99,114,110,108,123
2023-01-15 04:00:00,112,128,118,108,120
2023-01-15 04:15:00,100,101,119,128,95
2023-01-15 04:30:00,92,125,60,130,149
2023-01-15 04:45:00,90,82,84,118,101
2023-01-15 05:00:00,108,117,108,102,126
2023-01-15 05:15:00,118,119,134,77,101
2023-01-15 05:30:00,138,95,69,113,142
2023-01-15 05:45:00,94,104,130,146,113
2023-01-15 06:00:00,82,75,103,97,122
2023-01-15 06:15:00,86,157,101,147,132
2023-01-15 06:30:00,87,99,82,129,124
2023-01-15 06:45:00,107,127,128,109,125
2023-01-15 07:00:00,113,107,75,93,89
2023-01-15 07:15:00,106,146,104,100,125
2023-01-15 07:30:00,100,101,109,124,137
2023-01-15 07:45:00,75,124,120,94,87
2023-01-15 08:00:00,98,80,140,97,152
2023-01-15 08:15:00,86,122,143,124,117
2023-01-15 08:30:00,127,99,127,116,178
2023-01-15 08:45:00,120,153,99,94,133
2023-01-15 09:00:00,96,137,97,116,111
2023-01-15 09:15:00,111,119,116,69,113
2023-01-15 09:30:00,89,91,165,125,140
2023-01-15 09:45:00,95,140,95,110,108
2023-01-15 10:00:00,111,119,109,116,124
2023-01-15 10:15:00,93,118,109,100,129
2023-01-15 10:30:00,91,115,134,116,106
2023-01-15 10:45:00,107,118,87,99,88
2023-01-15 11:00:00,106,129,118,127,122
2023-01-15 11:15:00,108,116,128,101,117
2023-01-15 11:30:00,154,124,98,78,105
2023-01-15 11:45:00,107,122,92,121,72
2023-01-15 12:00:00,114,99,132,90,114
2023-01-15 12:15:00,122,139,110,111,70
2023-01-15 12:30:00,111,122,135,106,149
2023-01-15 12:45:00,67,115,78,125,98
2023-01-15 13:00:00,139,124,121,111,133
2023-01-15 13:15:00,132,116,121,126,102
2023-01-15 13:30:00,108,140,66,96,121
2023-01-15 13:45:00,81,83,101,85,110
2023-01-15 14:00:00,121,142,114,120,105
2023-01-15 14:15:00,114,119,119,95,93
2023-01-15 14:30:00,138,122,138,96,122
2023-01-15 14:45:00,114,101,85,110,137
2023-01-15 15:00:00,95,145,90,85,109
2023-01-15 15:15:00,150,108,79,83,74
2023-01-15 15:30:00,72,78,80,114,115
2023-01-15 15:45:00,136,149,121,137,96
2023-01-15 16:00:00,124,97,120,112,111
2023-01-15 16:15:00,116,88,122,109,124
2023-01-15 16:30:00,98,141,94,102,127
2023-01-15 16:45:00,113,121,120,135,116
2023-01-15 17:00:00,168,86,127,116,105
2023-01-15 17:15:00,124,108,136,128,80
2023-01-15 17:30:00,106,111,133,147,144
2023-01-15 17:45:00,105,111,124,110,139
2023-01-15 18:00:00,92,102,76,96,101
2023-01-15 18:15:00,79,106,110,124,108
2023-01-15 18:30:00,149,119,116,106,122
2023-01-15 18:45:00,116,108,110,119,116
2023-01-15 19:00:00,100,114,82,120,119
2023-01-15 19:15:00,95,125,129,103,81
2023-01-15 19:30:00,144,79,116,100,123
2023-01-15 19:45:00,127,116,135,108,117
2023-01-15 20:00:00,102,111,110,134,94
2023-01-15 20:15:00,107,106,127,128,98
2023-01-15 20:30:00,120,108,124,123,119
2023-01-15 20:45:00,101,142,116,132,142
2023-01-15 21:00:00,119,125,108,122,135
2023-01-15 21:15:00,114,79,120,120,107
2023-01-15 21:30:00,93,128,109,74,147
2023-01-15 21:45:00,112,133,114,102,138
2023-01-15 22:00:00,119,130,118,95,141
2023-01-15 22:15:00,107,125,113,110,111
2023-01-15 22:30:00,98,114,83,65,123
2023-01-15 22:45:00,110,105,131,108,102
2023-01-15 23:00:00,106,72,103,135,117
2023-01-15 23:15:00,138,117,110,130,107
2023-01-15 23:30:00,100,112,77,111,97
2023-01-15 23:45:00,98,133,118,131,127
2023-01-16 00:00:00,57,132,149,91,140
2023-01-16 00:15:00,122,95,77,118,121
2023-01-16 00:30:00,123,109,120,101,96
2023-01-16 00:45:00,126,101,108,123,145
2023-01-16 01:00:00,107,118,95,126,73
2023-01-16 01:15:00,127,119,105,88,89
2023-01-16 01:30:00,102,78,106,110,134
2023-01-16 01:45:00,123,106,156,118,126
2023-01-16 02:00:00,142,140,95,114,132
2023-01-16 02:15:00,99,128,114,125,122
2023-01-16 02:30:00,139,112,155,132,109
2023-01-16 02:45:00,139,125,124,114,115
2023-01-16 03:00:00,160,102,104,91,104
2023-01-16 03:15:00,121,96,120,121,95
2023-01-16 03:30:00,111,120,82,125,105
2023-01-16 03:45:00,117,135,114,126,118
2023-01-16 04:00:00,90,110,143,101,114
2023-01-16 04:15:00,124,138,133,148,83
2023-01-16 04:30:00,69,130,123,137,105
2023-01-16 04:45:00,120,135,103,127,110
2023-01-16 05:00:00,91,99,92,130,114
2023-01-16 05:15:00,100,117,71,105,110
2023-01-16 05:30:00,137,154,144,88,109
2023-01-16 05:45:00,80,106,70,105,110
2023-01-16 06:00:00,131,107,87,106,118
2023-01-16 06:15:00,137,109,98,110,133
2023-01-16 06:30:00,94,92,108,163,126
2023-01-16 06:45:00,128,126,132,146,116
2023-01-16 07:00:00,111,110,144,110,139
2023-01-16 07:15:00,123,90,128,121,107
2023-01-16 07:30:00,106,127,104,104,129
2023-01-16 07:45:00,88,94,109,111,103
2023-01-16 08:00:00,111,98,105,94,120
2023-01-16 08:15:00,109,106,136,106,88
2023-01-16 08:30:00,89,124,105,63,108
2023-01-16 08:45:00,114,101,128,144,152
2023-01-16 09:00:00,115,142,114,106,86
2023-01-16 09:15:00,98,106,104,112,145
2023-01-16 09:30:00,91,116,136,104,96
2023-01-16 09:45:00,84,112,134,98,143
2023-01-16 10:00:00,106,137,87,134,127
2023-01-16 10:15:00,89,96,72,112,87
2023-01-16 10:30:00,92,128,116,128,119
2023-01-16 10:45:00,106,104,160,142,82
2023-01-16 11:00:00,170,113,120,160,97
2023-01-16 11:15:00,122,115,95,126,78
2023-01-16 11:30:00,89,122,135,131,133
2023-01-16 11:45:00,119,88,122,100,88
2023-01-16 12:00:00,127,84,106,126,98
2023-01-16 12:15:00,116,140,152,133,155
2023-01-16 12:30:00,112,123,95,134,90
2023-01-16 12:45:00,121,136,102,62,111
2023-01-16 13:00:00,72,111,163,133,104
2023-01-16 13:15:00,91,107,145,129,105
2023-01-16 13:30:00,95,143,116,124,123
2023-01-16 13:45:00,76,103,118,124,135
2023-01-16 14:00:00,76,89,116,106,123
2023-01-16 14:15:00,119,89,121,138,90
2023-01-16 14:30:00,110,120,142,139,116
2023-01-16 14:45:00,103,88,113,145,75
2023-01-16 15:00:00,118,111,103,104,135
2023-01-16 15:15:00,145,135,124,110,116
2023-01-16 15:30:00,149,115,119,111,105
2023-01-16 15:45:00,100,150,153,108,79
2023-01-16 16:00:00,112,90,147,72,117
2023-01-16 16:15:00,113,112,115,124,108
2023-01-16 16:30:00,108,111,124,105,92
2023-01-16 16:45:00,116,111,82,146,115
2023-01-16 17:00:00,115,122,133,84,117
2023-01-16 17:15:00,150,112,88,110,83
2023-01-16 17:30:00,131,139,90,111,81
2023-01-16 17:45:00,122,103,76,103,78
2023-01-16 18:00:00,124,128,144,132,130
2023-01-16 18:15:00,105,109,99,105,109
2023-01-16 18:30:00,69,136,101,88,71
2023-01-16 18:45:00,84,111,95,103,106
2023-01-16 19:00:00,120,121,88,127,108
2023-01-16 19:15:00,111,115,80,111,128
2023-01-16 19:30:00,92,107,109,140,102
2023-01-16 19:45:00,101,134,43,105,99
2023-01-16 20:00:00,112,105,82,96,75
2023-01-16 20:15:00,117,118,126,110,123
2023-01-16 20:30:00,94,137,106,123,166
2023-01-16 20:45:00,128,107,103,114,108
2023-01-16 21:00:00,98,86,97,87,120
2023-01-16 21:15:00,177,127,99,94,107
2023-01-16 21:30:00,132,79,118,103,99
2023-01-16 21:45:00,105,73,135,113,113
2023-01-16 22:00:00,118,138,122,100,107
2023-01-16 22:15:00,99,80,103,139,89
2023-01-16 22:30:00,108,85,87,123,137
2023-01-16 22:45:00,118,136,147,104,107
2023-01-16 23:00:00,120,160,111,123,110
2023-01-16 23:15:00,107,93,124,100,143
2023-01-16 23:30:00,136,100,117,131,105
2023-01-16 23:45:00,132,128,118,121,124
2023-01-17 00:00:00,100,128,122,123,102
2023-01-17 00:15:00,95,99,66,115,108
2023-01-17 00:30:00,155,122,136,101,114
2023-01-17 00:45:00,113,119,116,114,111
2023-01-17 01:00:00,118,116,87,121,103
2023-01-17 01:15:00,94,146,133,89,101
2023-01-17 01:30:00,111,104,93,100,115
2023-01-17 01:45:00,122,98,91,127,138
2023-01-17 02:00:00,98,112,101,77,95
2023-01-17 02:15:00,142,128,105,118,84
2023-01-17 02:30:00,99,105,137,107,76
2023-01-17 02:45:00,113,142,134,107,156
2023-01-17 03:00:00,77,137,137,101,104
2023-01-17 03:15:00,98,98,109,152,125
2023-01-17 03:30:00,129,107,135,149,135
2023-01-17 03:45:00,144,72,132,92,101
2023-01-17 04:00:00,93,101,115,86,131
2023-01-17 04:15:00,120,110,99,116,147
2023-01-17 04:30:00,118,126,114,117,109
2023-01-17 04:45:00,95,108,113,116,130
2023-01-17 05:00:00,100,104,131,94,90
2023-01-17 05:15:00,128,103,144,116,95
2023-01-17 05:30:00,113,143,100,104,102
2023-01-17 05:45:00,102,94,147,129,116
2023-01-17 06:00:00,108,79,141,101,131
2023-01-17 06:15:00,99,126,141,101,105
2023-01-17 06:30:00,63,141,134,113,74
2023-01-17 06:45:00,155,112,119,160,108
2023-01-17 07:00:00,156,108,81,111,136
2023-01-17 07:15:00,128,80,118,154,103
2023-01-17 07:30:00,108,85,137,115,118
2023-01-17 07:45:00,106,101,125,106,96
2023-01-17 08:00:00,123,92,92,92,109
2023-01-17 08:15:00,114,125,122,93,114
2023-01-17 08:30:00,90,137,124,126,107
2023-01-17 08:45:00,147,129,120,76,90
2023-01-17 09:00:00,124,135,113,125,94
2023-01-17 09:15:00,158,130,147,87,105
2023-01-17 09:30:00,137,96,128,99,131
2023-01-17 09:45:00,95,90,114,123,109
2023-01-17 10:00:00,108,150,122,109,109
2023-01-17 10:15:00,136,140,90,133,136
2023-01-17 10:30:00,109,115,95,110,124
2023-01-17 10:45:00,127,122,144,114,90
2023-01-17 11:00:00,107,67,136,83,131
2023-01-17 11:15:00,81,120,98,119,94
2023-01-17 11:30:00,107,96,165,120,94
2023-01-17 11:45:00,116,144,97,127,132
2023-01-17 12:00:00,129,132,105,107,118
2023-01-17 12:15:00,89,132,100,110,102
2023-01-17 12:30:00,111,100,139,129,100
2023-01-17 12:45:00,104,65,120,145,64
2023-01-17 13:00:00,107,120,93,114,122
2023-01-17 13:15:00,95,101,107,117,107
2023-01-17 13:30:00,97,135,127,142,81
2023-01-17 13:45:00,125,133,117,128,130
2023-01-17 14:00:00,102,106,135,127,115
2023-01-17 14:15:00,110,138,119,135,104
2023-01-17 14:30:00,153,97,99,132,87
2023-01-17 14:45:00,145,142,94,105,103
2023-01-17 15:00:00,69,144,120,139,100
2023-01-17 15:15:00,130,128,107,92,153
2023-01-17 15:30:00,84,101,105,101,127
2023-01-17 15:45:00,79,134,111,131,131
2023-01-17 16:00:00,103,116,104,107,117
2023-01-17 16:15:00,112,135,132,125,117
2023-01-17 16:30:00,142,97,88,99,102
2023-01-17 16:45:00,113,88,103,56,120
2023-01-17 17:00:00,149,121,115,64,112
2023-01-17 17:15:00,84,114,98,142,105
2023-01-17 17:30:00,83,145,113,118,122
2023-01-17 17:45:00,167,102,158,119,88
2023-01-17 18:00:00,118,108,121,135,83
2023-01-17 18:15:00,105,132,85,116,85
2023-01-17 18:30:00,133,117,136,108,125
2023-01-17 18:45:00,118,146,109,133,113
2023-01-17 19:00:00,109,113,113,139,129
2023-01-17 19:15:00,100,72,101,96,98
2023-01-17 19:30:00,107,109,108,139,107
2023-01-17 19:45:00,128,117,111,137,126
2023-01-17 20:00:00,87,141,93,133,135
2023-01-17 20:15:00,98,121,121,128,95
2023-01-17 20:30:00,133,119,136,92,124
2023-01-17 20:45:00,149,93,66,110,107
2023-01-17 21:00:00,143,104,81,119,121
2023-01-17 21:15:00,106,98,103,101,125
2023-01-17 21:30:00,126,130,131,122,122
2023-01-17 21:45:00,120,109,80,117,121
2023-01-17 22:00:00,155,81,136,118,115
2023-01-17 22:15:00,134,122,134,98,110
2023-01-17 22:30:00,106,116,75,106,95
2023-01-17 22:45:00,110,104,145,106,107
2023-01-17 23:00:00,124,149,143,117,101
2023-01-17 23:15:00,89,117,121,137,120
2023-01-17 23:30:00,96,140,115,119,102
2023-01-17 23:45:00,176,128,103,90,93
2023-01-18 00:00:00,96,116,106,101,91
2023-01-18 00:15:00,96,126,107,102,92
2023-01-18 00:30:00,96,131,91,89,101
2023-01-18 00:45:00,112,96,98,86,135
2023-01-18 01:00:00,113,118,119,126,89
2023-01-18 01:15:00,94,140,148,123,113
2023-01-18 01:30:00,107,99,115,85,118
2023-01-18 01:45:00,99,110,142,95,137
2023-01-18 02:00:00,120,141,108,128,110
2023-01-18 02:15:00,70,133,94,112,129
2023-01-18 02:30:00,78,134,83,127,111
2023-01-18 02:45:00,89,146,91,102,138
2023-01-18 03:00:00,96,134,133,120,106
2023-01-18 03:15:00,123,96,124,138,101
2023-01-18 03:30:00,85,150,122,93,145
2023-01-18 03:45:00,121,117,125,100,97
2023-01-18 04:00:00,136,129,106,81,120
2023-01-18 04:15:00,105,144,110,129,160
2023-01-18 04:30:00,97,95,112,88,96
2023-01-18 04:45:00,117,81,115,137,69
2023-01-18 05:00:00,92,123,104,92,141
2023-01-18 05:15:00,143,132,91,107,97
2023-01-18 05:30:00,140,114,123,165,123
2023-01-18 05:45:00,123,127,106,110,108
2023-01-18 06:00:00,117,115,140,130,126
2023-01-18 06:15:00,118,102,134,84,104
2023-01-18 06:30:00,140,113,95,94,106
2023-01-18 06:45:00,111,94,114,78,136
2023-01-18 07:00:00,131,104,131,124,99
2023-01-18 07:15:00,129,100,109,105,130
2023-01-18 07:30:00,120,92,135,97,130
2023-01-18 07:45:00,119,111,135,110,116
2023-01-18 08:00:00,112,136,127,108,75
2023-01-18 08:15:00,115,134,107,54,113
2023-01-18 08:30:00,138,119,118,120,139
2023-01-18 08:45:00,108,125,137,80,119
2023-01-18 09:00:00,127,90,110,97,119
2023-01-18 09:15:00,83,100,116,114,102
2023-01-18 09:30:00,82,122,126,98,109
2023-01-18 09:45:00,103,115,153,114,122
2023-01-18 10:00:00,116,121,149,124,86
2023-01-18 10:15:00,83,124,150,105,98
2023-01-18 10:30:00,135,139,117,132,111
2023-01-18 10:45:00,120,107,101,123,114
2023-01-18 11:00:00,172,83,81,142,91
2023-01-18 11:15:00,84,111,114,68,118
2023-01-18 11:30:00,71,94,147,112,87
2023-01-18 11:45:00,126,122,126,109,140
2023-01-18 12:00:00,121,93,112,111,133
2023-01-18 12:15:00,102,88,80,100,105
2023-01-18 12:30:00,98,137,150,124,108
2023-01-18 12:45:00,128,108,118,175,134
2023-01-18 13:00:00,135,87,100,125,107
2023-01-18 13:15:00,76,72,109,114,100
2023-01-18 13:30:00,67,86,103,109,131
2023-01-18 13:45:00,102,91,120,119,146
2023-01-18 14:00:00,128,142,125,94,106
2023-01-18 14:15:00,112,121,117,107,105
2023-01-18 14:30:00,96,130,117,86,140
2023-01-18 14:45:00,104,142,101,109,110
2023-01-18 15:00:00,90,119,130,131,100
2023-01-18 15:15:00,123,116,95,119,155
2023-01-18 15:30:00,109,110,107,126,93
2023-01-18 15:45:00,97,111,114,60,87
2023-01-18 16:00:00,123,95,105,63,146
2023-01-18 16:15:00,120,115,116,95,131
2023-01-18 16:30:00,112,111,122,127,122
2023-01-18 16:45:00,135,138,122,100,80
2023-01-18 17:00:00,139,95,125,109,120
2023-01-18 17:15:00,124,133,114,129,145
2023-01-18 17:30:00,108,114,133,124,84
2023-01-18 17:45:00,115,91,103,93,128
2023-01-18 18:00:00,124,145,128,119,118
2023-01-18 18:15:00,142,118,136,67,122
2023-01-18 18:30:00,120,137,103,131,115
2023-01-18 18:45:00,119,91,113,125,130
2023-01-18 19:00:00,88,112,116,162,117
2023-01-18 19:15:00,137,108,151,107,128
2023-01-18 19:30:00,113,130,110,121,107
2023-01-18 19:45:00,162,100,107,103,76
2023-01-18 20:00:00,129,118,124,137,122
2023-01-18 20:15:00,87,108,78,117,103
2023-01-18 20:30:00,162,107,138,102,142
2023-01-18 20:45:00,130,79,90,139,82
2023-01-18 21:00:00,102,86,130,100,89
2023-01-18 21:15:00,161,105,109,55,133
2023-01-18 21:30:00,125,114,90,162,110
2023-01-18 21:45:00,124,153,145,139,93
2023-01-18 22:00:00,114,160,124,118,86
2023-01-18 22:15:00,106,110,119,116,104
2023-01-18 22:30:00,122,123,131,129,106
2023-01-18 22:45:00,130,136,123,101,94
2023-01-18 23:00:00,106,100,113,117,98
2023-01-18 23:15:00,101,98,83,72,133
2023-01-18 23:30:00,90,119,125,114,82
2023-01-18 23:45:00,114,118,79,126,120
2023-01-19 00:00:00,111,107,91,80,126
2023-01-19 00:15:00,127,130,129,127,125
2023-01-19 00:30:00,129,125,97,111,96
2023-01-19 00:45:00,120,77,129,96,143
2023-01-19 01:00:00,98,104,110,96,121
2023-01-19 01:15:00,121,72,120,103,99
2023-01-19 01:30:00,130,133,107,72,118
2023-01-19 01:45:00,97,140,129,119,123
2023-01-19 02:00:00,72,115,145,96,123
2023-01-19 02:15:00,136,149,115,128,112
2023-01-19 02:30:00,111,120,118,137,99
2023-01-19 02:45:00,100,118,101,93,130
2023-01-19 03:00:00,82,137,84,131,116
2023-01-19 03:15:00,70,96,99,89,105
2023-01-19 03:30:00,123,130,113,126,117
2023-01-19 03:45:00,147,120,131,116,135
2023-01-19 04:00:00,109,107,120,110,157
2023-01-19 04:15:00,107,98,120,152,100
2023-01-19 04:30:00,121,126,73,130,135
2023-01-19 04:45:00,121,85,127,89,145
2023-01-19 05:00:00,97,120,114,124,115
2023-01-19 05:15:00,126,97,126,76,113
2023-01-19 05:30:00,114,109,115,126,72
2023-01-19 05:45:00,115,107,139,85,80
2023-01-19 06:00:00,107,126,114,80,100
2023-01-19 06:15:00,125,103,122,89,121
2023-01-19 06:30:00,108,93,104,94,115
2023-01-19 06:45:00,120,112,115,126,105
2023-01-19 07:00:00,83,83,67,143,128
2023-01-19 07:15:00,104,120,84,110,90
2023-01-19 07:30:00,95,153,109,141,122
2023-01-19 07:45:00,113,122,100,97,125
2023-01-19 08:00:00,130,107,107,101,136
2023-01-19 08:15:00,125,114,150,126,98
2023-01-19 08:30:00,113,101,107,112,131
2023-01-19 08:45:00,89,147,105,119,113
2023-01-19 09:00:00,91,98,105,105,105
2023-01-19 09:15:00,101,109,132,97,134
2023-01-19 09:30:00,121,112,102,101,118
2023-01-19 09:45:00,116,133,132,113,117
2023-01-19 10:00:00,149,126,119,120,75
2023-01-19 10:15:00,98,111,120,114,108
2023-01-19 10:30:00,120,137,81,120,130
2023-01-19 10:45:00,166,133,125,120,115
2023-01-19 11:00:00,94,139,135,115,105
2023-01-19 11:15:00,153,144,147,114,156
2023-01-19 11:30:00,141,127,135,125,108
2023-01-19 11:45:00,104,100,133,126,108
2023-01-19 12:00:00,125,104,115,131,120
2023-01-19 12:15:00,114,125,151,78,133
2023-01-19 12:30:00,165,117,87,165,112
2023-01-19 12:45:00,103,109,114,101,148
2023-01-19 13:00:00,119,91,118,121,131
2023-01-19 13:15:00,129,102,158,112,132
2023-01-19 13:30:00,107,110,142,120,92
2023-01-19 13:45:00,125,118,131,121,107
2023-01-19 14:00:00,113,91,91,139,142
2023-01-19 14:15:00,104,88,122,134,128
2023-01-19 14:30:00,112,142,111,111,132
2023-01-19 14:45:00,95,130,102,125,141
2023-01-19 15:00:00,115,80,90,97,134
2023-01-19 15:15:00,125,152,130,114,109
2023-01-19 15:30:00,65,134,123,102,130
2023-01-19 15:45:00,90,127,123,121,128
2023-01-19 16:00:00,171,117,120,106,107
2023-01-19 16:15:00,98,151,136,119,107
2023-01-19 16:30:00,100,126,111,142,87
2023-01-19 16:45:00,108,131,82,131,92
2023-01-19 17:00:00,146,133,111,74,105
2023-01-19 17:15:00,107,126,143,145,117
2023-01-19 17:30:00,116,173,111,102,123
2023-01-19 17:45:00,90,124,133,94,119
2023-01-19 18:00:00,109,100,134,85,151
2023-01-19 18:15:00,119,118,150,145,172
2023-01-19 18:30:00,86,90,81,117,166
2023-01-19 18:45:00,109,157,111,97,128
2023-01-19 19:00:00,112,138,110,146,124
2023-01-19 19:15:00,128,116,116,104,118
2023-01-19 19:30:00,76,117,107,143,117
2023-01-19 19:45:00,115,118,109,132,110
2023-01-19 20:00:00,114,135,107,110,122
2023-01-19 20:15:00,111,107,129,113,121
2023-01-19 20:30:00,101,95,124,143,85
2023-01-19 20:45:00,145,125,136,120,100
2023-01-19 21:00:00,146,91,112,77,88
2023-01-19 21:15:00,129,130,126,134,119
2023-01-19 21:30:00,106,142,138,111,108
2023-01-19 21:45:00,124,86,137,110,101
2023-01-19 22:00:00,101,108,154,112,118
2023-01-19 22:15:00,90,84,94,105,129
2023-01-19 22:30:00,150,121,80,147,118
2023-01-19 22:45:00,128,149,94,89,96
2023-01-19 23:00:00,120,119,122,98,119
2023-01-19 23:15:00,108,118,119,128,136
2023-01-19 23:30:00,133,123,112,146,108
2023-01-19 23:45:00,117,134,132,135,107
2023-01-20 00:00:00,106,87,125,53,137
2023-01-20 00:15:00,108,106,129,83,124
2023-01-20 00:30:00,100,86,146,112,122
2023-01-20 00:45:00,95,103,124,88,133
2023-01-20 01:00:00,93,119,103,111,102
2023-01-20 01:15:00,80,121,130,135,118
2023-01-20 01:30:00,106,76,136,119,118
2023-01-20 01:45:00,130,129,138,128,115
2023-01-20 02:00:00,144,126,131,149,115
2023-01-20 02:15:00,93,120,136,137,117
2023-01-20 02:30:00,132,150,106,134,99
2023-01-20 02:45:00,80,118,129,136,140
2023-01-20 03:00:00,112,128,85,108,146
2023-01-20 03:15:00,103,115,121,136,167
2023-01-20 03:30:00,115,138,108,111,129
2023-01-20 03:45:00,124,153,110,105,89
2023-01-20 04:00:00,136,101,118,133,170
2023-01-20 04:15:00,121,83,138,143,97
2023-01-20 04:30:00,122,83,106,115,115
2023-01-20 04:45:00,91,107,115,119,78
2023-01-20 05:00:00,107,96,100,106,137
2023-01-20 05:15:00,114,90,129,97,104
2023-01-20 05:30:00,117,121,133,147,83
2023-01-20 05:45:00,129,141,90,104,112
2023-01-20 06:00:00,132,120,132,130,136
2023-01-20 06:15:00,102,109,118,119,136
2023-01-20 06:30:00,108,82,148,139,80
2023-01-20 06:45:00,124,126,125,121,83
2023-01-20 07:00:00,95,96,123,127,91
2023-01-20 07:15:00,103,126,117,117,156
2023-01-20 07:30:00,74,107,117,128,129
2023-01-20 07:45:00,130,129,163,137,114
2023-01-20 08:00:00,102,127,138,131,89
2023-01-20 08:15:00,153,112,110,132,117
2023-01-20 08:30:00,131,101,123,119,130
2023-01-20 08:45:00,133,137,97,87,131
2023-01-20 09:00:00,105,157,119,106,123
2023-01-20 09:15:00,148,132,92,128,133
2023-01-20 09:30:00,105,114,133,145,126
2023-01-20 09:45:00,128,100,138,107,80
2023-01-20 10:00:00,106,137,93,98,98
2023-01-20 10:15:00,98,112,129,100,91
2023-01-20 10:30:00,106,121,99,154,112
2023-01-20 10:45:00,97,115,110,134,94
2023-01-20 11:00:00,122,136,136,133,112
2023-01-20 11:15:00,102,122,61,121,123
2023-01-20 11:30:00,128,113,121,184,96
2023-01-20 11:45:00,117,86,123,160,107
2023-01-20 12:00:00,95,110,106,142,112
2023-01-20 12:15:00,80,129,117,140,134
2023-01-20 12:30:00,150,105,123,89,119
2023-01-20 12:45:00,103,111,135,137,78
2023-01-20 13:00:00,99,124,126,124,126
2023-01-20 13:15:00,111,134,129,110,110
2023-01-20 13:30:00,74,110,140,131,92
2023-01-20 13:45:00,139,106,153,84,100
2023-01-20 14:00:00,113,152,128,74,134
2023-01-20 14:15:00,144,136,143,155,118
2023-01-20 14:30:00,134,114,102,144,117
2023-01-20 14:45:00,106,175,145,113,123
2023-01-20 15:00:00,126,139,119,142,137
2023-01-20 15:15:00,118,142,124,107,91
2023-01-20 15:30:00,104,133,68,116,116
2023-01-20 15:45:00,120,128,99,131,137
2023-01-20 16:00:00,120,85,106,128,119
2023-01-20 16:15:00,151,150,80,82,127
2023-01-20 16:30:00,90,100,135,112,107
2023-01-20 16:45:00,118,98,143,145,95
2023-01-20 17:00:00,158,98,84,79,121
2023-01-20 17:15:00,92,96,86,107,129
2023-01-20 17:30:00,130,107,135,137,126
2023-01-20 17:45:00,127,149,101,85,126
2023-01-20 18:00:00,113,126,100,95,120
2023-01-20 18:15:00,84,120,101,84,113
2023-01-20 18:30:00,122,98,105,134,124
2023-01-20 18:45:00,108,119,129,151,109
2023-01-20 19:00:00,86,118,117,96,93
2023-01-20 19:15:00,134,133,104,105,105
2023-01-20 19:30:00,170,127,138,116,107
2023-01-20 19:45:00,118,98,93,136,118
2023-01-20 20:00:00,111,121,105,109,127
2023-01-20 20:15:00,121,140,147,118,105
2023-01-20 20:30:00,121,127,109,113,94
2023-01-20 20:45:00,115,120,95,113,127
2023-01-20 21:00:00,106,120,120,114,101
2023-01-20 21:15:00,102,115,92,113,96
2023-01-20 21:30:00,119,110,109,89,125
2023-01-20 21:45:00,96,109,77,89,104
2023-01-20 22:00:00,109,99,77,114,145
2023-01-20 22:15:00,110,105,112,126,127
2023-01-20 22:30:00,136,108,119,126,89
2023-01-20 22:45:00,107,133,125,124,131
2023-01-20 23:00:00,84,117,121,109,133
2023-01-20 23:15:00,130,63,106,128,102
2023-01-20 23:30:00,132,124,108,152,151
2023-01-20 23:45:00,133,121,88,142,129
2023-01-21 00:00:00,117,119,102,124,109
2023-01-21 00:15:00,106,86,122,127,106
2023-01-21 00:30:00,76,143,121,121,99
2023-01-21 00:45:00,154,139,98,139,140
2023-01-21 01:00:00,129,130,120,97,118
2023-01-21 01:15:00,121,142,138,144,101
2023-01-21 01:30:00,83,104,134,158,124
2023-01-21 01:45:00,136,135,126,102,132
2023-01-21 02:00:00,102,133,123,89,158
2023-01-21 02:15:00,129,112,58,117,131
2023-01-21 02:30:00,128,115,84,123,103
2023-01-21 02:45:00,97,152,129,114,84
2023-01-21 03:00:00,145,99,155,141,137
2023-01-21 03:15:00,102,117,136,108,122
2023-01-21 03:30:00,173,81,116,103,123
2023-01-21 03:45:00,78,125,115,149,113
2023-01-21 04:00:00,110,134,105,106,138
2023-01-21 04:15:00,72,114,115,111,107
2023-01-21 04:30:00,99,128,135,128,120
2023-01-21 04:45:00,116,81,74,119,130
2023-01-21 05:00:00,86,98,133,136,115
2023-01-21 05:15:00,123,123,106,75,134
2023-01-21 05:30:00,140,74,108,105,136
2023-01-21 05:45:00,133,98,119,65,138
2023-01-21 06:00:00,121,105,146,106,138
2023-01-21 06:15:00,95,138,134,117,145
2023-01-21 06:30:00,150,121,129,94,117
2023-01-21 06:45:00,158,134,150,120,122
2023-01-21 07:00:00,80,110,104,80,101
2023-01-21 07:15:00,118,102,74,127,99
2023-01-21 07:30:00,81,107,126,110,98
2023-01-21 07:45:00,139,134,61,106,100
2023-01-21 08:00:00,91,115,118,129,118
2023-01-21 08:15:00,126,170,123,83,121
2023-01-21 08:30:00,149,78,120,114,111
2023-01-21 08:45:00,105,124,118,125,85
2023-01-21 09:00:00,96,127,99,139,89
2023-01-21 09:15:00,82,129,120,118,144
2023-01-21 09:30:00,95,124,96,119,123
2023-01-21 09:45:00,125,128,156,134,170
